deck,nofGames,nOfPlayers,winRate
archers;arrows;baby-dragon;bandit;elixir-collector;golem;lightning;night-witch,130,32,0.48496
baby-dragon;balloon;freeze;lumberjack;minion-horde;skeleton-army;witch;wizard,353,14,0.51685
baby-dragon;balloon;freeze;lumberjack;minions;skeleton-army;valkyrie;wizard,122,22,0.528
baby-dragon;balloon;freeze;mega-knight;minion-horde;skeleton-army;valkyrie;wizard,252,36,0.50588
baby-dragon;balloon;freeze;minion-horde;skeleton-army;valkyrie;witch;wizard,437,84,0.50568
baby-dragon;balloon;freeze;prince;rage;skeleton-army;valkyrie;wizard,134,18,0.50365
baby-dragon;balloon;freeze;prince;rocket;skeleton-army;valkyrie;wizard,124,10,0.54724
baby-dragon;balloon;giant-skeleton;minion-horde;prince;skeleton-army;valkyrie;wizard,172,12,0.48286
baby-dragon;balloon;goblin-barrel;minion-horde;prince;rage;skeleton-army;wizard,162,12,0.46364
baby-dragon;balloon;goblin-barrel;minion-horde;rage;skeleton-army;valkyrie;wizard,526,70,0.50851
baby-dragon;balloon;golem;minion-horde;rage;skeleton-army;valkyrie;wizard,153,25,0.51603
baby-dragon;balloon;guards;lava-hound;mega-minion;minions;tombstone;zap,121,32,0.45161
baby-dragon;balloon;hog-rider;inferno-tower;skeleton-army;valkyrie;witch;wizard,124,17,0.51969
baby-dragon;balloon;hog-rider;mega-knight;minion-horde;skeleton-army;valkyrie;wizard,238,14,0.4668
baby-dragon;balloon;hog-rider;mini-pekka;rage;skeleton-army;valkyrie;wizard,128,33,0.43893
baby-dragon;balloon;hog-rider;minion-horde;mini-pekka;skeleton-army;valkyrie;wizard,145,32,0.49324
baby-dragon;balloon;hog-rider;minion-horde;prince;rocket;skeleton-army;wizard,271,12,0.46168
baby-dragon;balloon;hog-rider;minion-horde;skeleton-army;valkyrie;witch;wizard,464,50,0.47323
baby-dragon;balloon;hog-rider;rage;skeleton-army;valkyrie;wizard;zap,286,29,0.51038
baby-dragon;balloon;hog-rider;skeleton-army;the-log;valkyrie;witch;wizard,161,22,0.56402
baby-dragon;balloon;inferno-dragon;prince;rage;skeleton-army;valkyrie;wizard,210,20,0.51643
baby-dragon;balloon;inferno-dragon;rage;skeleton-army;valkyrie;witch;wizard,403,44,0.50369
baby-dragon;balloon;inferno-tower;rage;the-log;valkyrie;witch;wizard,137,10,0.51786
baby-dragon;balloon;knight;rage;skeleton-army;valkyrie;witch;wizard,132,23,0.46667
baby-dragon;balloon;lightning;minion-horde;skeleton-army;valkyrie;witch;wizard,114,11,0.52991
baby-dragon;balloon;lumberjack;minion-horde;prince;rage;valkyrie;wizard,189,12,0.46615
baby-dragon;balloon;lumberjack;minion-horde;rocket;skeleton-army;valkyrie;wizard,192,19,0.44103
baby-dragon;balloon;mega-knight;minion-horde;rage;skeleton-army;valkyrie;witch,155,14,0.46835
baby-dragon;balloon;mega-knight;minion-horde;rage;valkyrie;witch;wizard,321,44,0.48457
baby-dragon;balloon;mega-knight;rage;skeleton-army;valkyrie;witch;wizard,344,83,0.51009
baby-dragon;balloon;mini-pekka;musketeer;rage;skeleton-army;valkyrie;wizard,245,16,0.48387
baby-dragon;balloon;mini-pekka;prince;rage;skeleton-army;valkyrie;wizard,184,19,0.46791
baby-dragon;balloon;minion-horde;mirror;rage;rocket;skeleton-army;wizard,127,11,0.42308
baby-dragon;balloon;minion-horde;mirror;rage;skeleton-army;valkyrie;wizard,178,28,0.51381
baby-dragon;balloon;minion-horde;rage;royal-ghost;skeleton-army;valkyrie;wizard,133,15,0.51103
baby-dragon;balloon;minion-horde;rage;skeleton-army;sparky;valkyrie;wizard,176,24,0.51676
baby-dragon;balloon;prince;princess;rage;skeleton-army;valkyrie;wizard,132,14,0.54815
baby-dragon;balloon;rage;skeleton-army;valkyrie;witch;wizard;zap,257,19,0.5
baby-dragon;bandit;barbarian-barrel;bats;battle-ram;inferno-dragon;pekka;poison,158,25,0.48758
baby-dragon;bandit;barbarian-barrel;bats;battle-ram;lumberjack;pekka;zap,118,10,0.54959
baby-dragon;bandit;barbarian-barrel;bats;battle-ram;musketeer;pekka;poison,8615,2077,0.50273
baby-dragon;bandit;barbarian-barrel;bats;electro-wizard;pekka;poison;ram-rider,665,189,0.48129
baby-dragon;bandit;barbarian-barrel;bats;flying-machine;miner;pekka;poison,188,50,0.56806
baby-dragon;bandit;barbarian-barrel;bats;flying-machine;pekka;poison;ram-rider,565,84,0.52113
baby-dragon;bandit;barbarian-barrel;bats;hog-rider;musketeer;pekka;poison,121,36,0.54435
baby-dragon;bandit;barbarian-barrel;battle-ram;dart-goblin;electro-wizard;pekka;poison,1127,235,0.53628
baby-dragon;bandit;barbarian-barrel;battle-ram;electro-wizard;fireball;goblin-gang;pekka,259,79,0.51527
baby-dragon;bandit;barbarian-barrel;battle-ram;electro-wizard;fireball;mega-minion;pekka,156,38,0.52516
baby-dragon;bandit;barbarian-barrel;battle-ram;flying-machine;furnace;pekka;poison,117,23,0.5625
baby-dragon;bandit;barbarian-barrel;battle-ram;flying-machine;goblin-gang;pekka;poison,852,205,0.55029
baby-dragon;bandit;barbarian-barrel;battle-ram;flying-machine;mega-minion;pekka;poison,254,46,0.55058
baby-dragon;bandit;barbarian-barrel;battle-ram;flying-machine;pekka;poison;zap,807,162,0.55741
baby-dragon;bandit;barbarian-barrel;battle-ram;furnace;musketeer;pekka;poison,374,45,0.56101
baby-dragon;bandit;barbarian-barrel;battle-ram;goblin-gang;musketeer;pekka;poison,28056,7547,0.50331
baby-dragon;bandit;barbarian-barrel;battle-ram;minions;musketeer;pekka;poison,4285,915,0.53277
baby-dragon;bandit;barbarian-barrel;battle-ram;minions;pekka;poison;zap,774,217,0.51158
baby-dragon;bandit;barbarian-barrel;dark-prince;electro-wizard;minions;pekka;poison,156,16,0.54403
baby-dragon;bandit;barbarian-barrel;electro-dragon;giant-snowball;pekka;poison;ram-rider,438,129,0.45238
baby-dragon;bandit;barbarian-barrel;electro-wizard;fireball;hog-rider;pekka;zap,215,51,0.55505
baby-dragon;bandit;barbarian-barrel;electro-wizard;fireball;pekka;ram-rider;zap,730,270,0.50819
baby-dragon;bandit;barbarian-barrel;electro-wizard;flying-machine;miner;pekka;poison,237,40,0.53958
baby-dragon;bandit;barbarian-barrel;electro-wizard;giant-snowball;pekka;poison;ram-rider,89715,27042,0.45957
baby-dragon;bandit;barbarian-barrel;golem;lightning;lumberjack;mega-minion;night-witch,483,45,0.57716
baby-dragon;bandit;barbarian-barrel;golem;lumberjack;mega-minion;poison;tornado,579,117,0.53694
baby-dragon;bandit;barbarian-barrel;golem;mega-minion;night-witch;poison;tornado,421,158,0.50472
baby-dragon;bandit;bats;battle-ram;fireball;goblin-gang;pekka;zap,312,67,0.52857
baby-dragon;bandit;bats;battle-ram;pekka;poison;wizard;zap,171,21,0.47701
baby-dragon;bandit;bats;electro-wizard;fireball;hog-rider;pekka;zap,128,21,0.51145
baby-dragon;bandit;battle-ram;dart-goblin;fireball;goblin-gang;pekka;the-log,1235,214,0.49435
baby-dragon;bandit;battle-ram;dart-goblin;fireball;goblin-gang;pekka;zap,935,134,0.52878
baby-dragon;bandit;battle-ram;dart-goblin;goblin-gang;pekka;poison;zap,576,155,0.49396
baby-dragon;bandit;battle-ram;dart-goblin;lightning;night-witch;pekka;zap,178,39,0.44751
baby-dragon;bandit;battle-ram;electro-wizard;fireball;goblin-gang;pekka;zap,450,117,0.54636
baby-dragon;bandit;battle-ram;electro-wizard;guards;pekka;poison;zap,155,44,0.47468
baby-dragon;bandit;battle-ram;electro-wizard;miner;pekka;poison;zap,138,36,0.48936
baby-dragon;bandit;battle-ram;electro-wizard;minions;pekka;royal-ghost;zap,341,133,0.46221
baby-dragon;bandit;battle-ram;fireball;flying-machine;minions;pekka;zap,189,30,0.54948
baby-dragon;bandit;battle-ram;fireball;goblin-gang;mega-minion;pekka;zap,145,26,0.48649
baby-dragon;bandit;battle-ram;fireball;goblin-gang;minions;pekka;zap,251,50,0.55512
baby-dragon;bandit;battle-ram;fireball;minions;musketeer;pekka;zap,154,57,0.54777
baby-dragon;bandit;battle-ram;goblin-gang;musketeer;pekka;poison;zap,1649,386,0.50787
baby-dragon;bandit;battle-ram;mega-minion;pekka;poison;the-log;zap,231,14,0.58761
baby-dragon;bandit;battle-ram;minions;musketeer;pekka;poison;zap,1187,226,0.53697
baby-dragon;bandit;dark-prince;electro-wizard;fireball;pekka;tornado;zap,260,23,0.4962
baby-dragon;bandit;electro-wizard;hog-rider;pekka;poison;valkyrie;zap,131,22,0.51119
baby-dragon;bandit;electro-wizard;miner;pekka;poison;skeletons;the-log,141,62,0.49306
baby-dragon;bandit;elixir-collector;golem;lightning;mega-minion;night-witch;the-log,255,49,0.57558
baby-dragon;bandit;elixir-collector;golem;lightning;mega-minion;night-witch;zap,256,61,0.56757
baby-dragon;bandit;elixir-collector;golem;mega-minion;night-witch;tornado;zap,247,59,0.494
baby-dragon;bandit;fireball;minion-horde;prince;skeleton-army;valkyrie;wizard,246,14,0.47791
baby-dragon;bandit;goblin-gang;golem;mega-minion;night-witch;poison;zap,117,26,0.55833
baby-dragon;bandit;golem;lumberjack;mega-minion;night-witch;tornado;zap,272,98,0.50364
baby-dragon;bandit;golem;mega-minion;mini-pekka;night-witch;poison;zap,188,39,0.56021
baby-dragon;barbarian-barrel;barbarian-hut;goblin-hut;lumberjack;musketeer;x-bow;zap,157,85,0.37812
baby-dragon;barbarian-barrel;barbarians;flying-machine;lava-hound;mega-minion;poison;tombstone,219,74,0.52027
baby-dragon;barbarian-barrel;bats;battle-ram;dart-goblin;goblin-gang;lightning;pekka,263,29,0.49248
baby-dragon;barbarian-barrel;bats;battle-ram;dart-goblin;goblin-gang;pekka;poison,2060,426,0.53878
baby-dragon;barbarian-barrel;bats;battle-ram;dart-goblin;lumberjack;pekka;poison,1263,263,0.53989
baby-dragon;barbarian-barrel;bats;battle-ram;electro-wizard;pekka;poison;zap,138,41,0.47163
baby-dragon;barbarian-barrel;bats;battle-ram;flying-machine;lumberjack;pekka;poison,229,73,0.55388
baby-dragon;barbarian-barrel;bats;battle-ram;flying-machine;miner;pekka;poison,163,50,0.46687
baby-dragon;barbarian-barrel;bats;bowler;freeze;graveyard;ice-wizard;tornado,185,38,0.5133
baby-dragon;barbarian-barrel;bats;fireball;golem;lumberjack;night-witch;zap,175,17,0.50843
baby-dragon;barbarian-barrel;bats;goblin-gang;golem;lumberjack;night-witch;zap,114,21,0.55128
baby-dragon;barbarian-barrel;bats;golem;lightning;lumberjack;night-witch;zap,153,37,0.53846
baby-dragon;barbarian-barrel;bats;golem;lumberjack;mega-minion;night-witch;tornado,156,52,0.54088
baby-dragon;barbarian-barrel;bats;golem;lumberjack;mega-minion;poison;tornado,147,26,0.51667
baby-dragon;barbarian-barrel;battle-ram;dart-goblin;furnace;goblin-gang;pekka;poison,131,11,0.5597
baby-dragon;barbarian-barrel;battle-ram;electro-wizard;fireball;minions;pekka;zap,157,25,0.49688
baby-dragon;barbarian-barrel;battle-ram;electro-wizard;goblin-hut;pekka;poison;zap,251,15,0.53346
baby-dragon;barbarian-barrel;battle-ram;electro-wizard;minions;pekka;poison;zap,436,109,0.49203
baby-dragon;barbarian-barrel;battle-ram;goblin-gang;mega-minion;pekka;poison;zap,129,14,0.5303
baby-dragon;barbarian-barrel;bomb-tower;guards;ice-wizard;lightning;royal-giant;tornado,250,117,0.40909
baby-dragon;barbarian-barrel;bowler;dart-goblin;electro-wizard;freeze;graveyard;tornado,1639,487,0.46833
baby-dragon;barbarian-barrel;bowler;dart-goblin;freeze;graveyard;inferno-dragon;tornado,116,42,0.47059
baby-dragon;barbarian-barrel;bowler;electro-wizard;freeze;graveyard;ice-wizard;tornado,2444,512,0.519
baby-dragon;barbarian-barrel;bowler;electro-wizard;freeze;graveyard;inferno-tower;tornado,132,22,0.44444
baby-dragon;barbarian-barrel;bowler;electro-wizard;graveyard;ice-wizard;poison;tornado,200,44,0.52956
baby-dragon;barbarian-barrel;bowler;electro-wizard;graveyard;knight;poison;tornado,604,53,0.52636
baby-dragon;barbarian-barrel;bowler;fireball;ice-wizard;inferno-dragon;royal-giant;tornado,364,125,0.52861
baby-dragon;barbarian-barrel;bowler;fireball;ice-wizard;skeletons;tornado;x-bow,164,29,0.39521
baby-dragon;barbarian-barrel;bowler;freeze;graveyard;ice-wizard;rascals;tornado,126,27,0.46124
baby-dragon;barbarian-barrel;bowler;freeze;graveyard;inferno-dragon;mini-pekka;tornado,182,24,0.52703
baby-dragon;barbarian-barrel;bowler;freeze;graveyard;inferno-dragon;musketeer;tornado,157,20,0.525
baby-dragon;barbarian-barrel;bowler;freeze;graveyard;inferno-dragon;tombstone;tornado,492,92,0.55354
baby-dragon;barbarian-barrel;bowler;freeze;graveyard;mega-minion;tesla;tornado,145,18,0.58784
baby-dragon;barbarian-barrel;bowler;freeze;graveyard;mega-minion;tombstone;tornado,2694,428,0.5584
baby-dragon;barbarian-barrel;bowler;furnace;ice-wizard;lightning;royal-giant;tornado,122,29,0.548
baby-dragon;barbarian-barrel;bowler;graveyard;guards;ice-wizard;poison;tornado,284,24,0.51045
baby-dragon;barbarian-barrel;bowler;graveyard;ice-wizard;knight;poison;tornado,387,79,0.53846
baby-dragon;barbarian-barrel;bowler;graveyard;inferno-dragon;knight;poison;tornado,240,20,0.53498
baby-dragon;barbarian-barrel;bowler;graveyard;knight;mega-minion;poison;tornado,174,35,0.48023
baby-dragon;barbarian-barrel;bowler;ice-wizard;inferno-dragon;lightning;royal-giant;tornado,189,32,0.51562
baby-dragon;barbarian-barrel;bowler;ice-wizard;lightning;mega-minion;royal-giant;tombstone,154,14,0.48408
baby-dragon;barbarian-barrel;bowler;ice-wizard;lightning;mega-minion;royal-giant;tornado,872,182,0.51143
baby-dragon;barbarian-barrel;cannon-cart;fireball;ice-wizard;royal-giant;tombstone;tornado,195,39,0.4697
baby-dragon;barbarian-barrel;cannon-cart;freeze;graveyard;ice-wizard;tombstone;tornado,958,335,0.52289
baby-dragon;barbarian-barrel;cannon-cart;ice-wizard;miner;poison;tesla;tornado,160,18,0.53067
baby-dragon;barbarian-barrel;cannon-cart;ice-wizard;miner;poison;tombstone;tornado,6104,1526,0.4887
baby-dragon;barbarian-barrel;clone;flying-machine;lava-hound;lumberjack;mega-minion;tombstone,402,133,0.49136
baby-dragon;barbarian-barrel;clone;golem;lumberjack;mega-minion;night-witch;zap,700,198,0.51636
baby-dragon;barbarian-barrel;dark-prince;golem;lightning;mega-minion;night-witch;tornado,327,59,0.5197
baby-dragon;barbarian-barrel;dart-goblin;freeze;furnace;graveyard;prince;tornado,2547,495,0.54039
baby-dragon;barbarian-barrel;dart-goblin;furnace;guards;lightning;mega-minion;royal-giant,196,41,0.51759
baby-dragon;barbarian-barrel;electro-dragon;fireball;golem;lumberjack;night-witch;tornado,414,173,0.43285
baby-dragon;barbarian-barrel;electro-dragon;fireball;ice-wizard;royal-giant;tombstone;tornado,397,52,0.5225
baby-dragon;barbarian-barrel;electro-dragon;fireball;inferno-dragon;lava-hound;miner;tombstone,261,52,0.48295
baby-dragon;barbarian-barrel;electro-dragon;flying-machine;lava-hound;lumberjack;mega-minion;poison,503,208,0.46047
baby-dragon;barbarian-barrel;electro-dragon;furnace;guards;lightning;mega-minion;royal-giant,495,171,0.5
baby-dragon;barbarian-barrel;electro-dragon;golem;guards;lumberjack;poison;tornado,493,206,0.44456
baby-dragon;barbarian-barrel;electro-dragon;golem;ice-wizard;lumberjack;poison;tornado,210,68,0.44601
baby-dragon;barbarian-barrel;electro-dragon;golem;lightning;mega-minion;mini-pekka;tornado,169,30,0.53779
baby-dragon;barbarian-barrel;electro-dragon;golem;mega-minion;night-witch;poison;tornado,1492,426,0.5087
baby-dragon;barbarian-barrel;electro-dragon;golem;night-witch;poison;prince;tornado,142,43,0.48276
baby-dragon;barbarian-barrel;electro-dragon;guards;lava-hound;mega-minion;miner;poison,310,73,0.45527
baby-dragon;barbarian-barrel;electro-dragon;lava-hound;mega-minion;miner;poison;tombstone,1885,572,0.45418
baby-dragon;barbarian-barrel;electro-wizard;fireball;furnace;goblin-gang;mega-minion;royal-giant,591,205,0.51515
baby-dragon;barbarian-barrel;electro-wizard;fireball;furnace;guards;mini-pekka;royal-giant,321,80,0.51389
baby-dragon;barbarian-barrel;electro-wizard;fireball;furnace;mega-minion;mini-pekka;royal-giant,791,212,0.49433
baby-dragon;barbarian-barrel;electro-wizard;fireball;guards;mega-minion;royal-giant;tesla,280,90,0.46996
baby-dragon;barbarian-barrel;electro-wizard;fireball;guards;mega-minion;royal-giant;tombstone,397,129,0.48375
baby-dragon;barbarian-barrel;electro-wizard;freeze;graveyard;ice-wizard;pekka;tornado,117,13,0.5875
baby-dragon;barbarian-barrel;electro-wizard;furnace;graveyard;mega-minion;pekka;poison,406,41,0.56968
baby-dragon;barbarian-barrel;electro-wizard;furnace;guards;lightning;lumberjack;royal-giant,249,84,0.53571
baby-dragon;barbarian-barrel;electro-wizard;furnace;guards;lightning;minions;royal-giant,827,209,0.47108
baby-dragon;barbarian-barrel;electro-wizard;furnace;lightning;lumberjack;mega-minion;royal-giant,11547,4358,0.48381
baby-dragon;barbarian-barrel;electro-wizard;furnace;lightning;mega-minion;rascals;royal-giant,298,106,0.44186
baby-dragon;barbarian-barrel;electro-wizard;furnace;lightning;mega-minion;royal-giant;valkyrie,569,158,0.50699
baby-dragon;barbarian-barrel;electro-wizard;giant-snowball;knight;pekka;poison;ram-rider,144,37,0.52041
baby-dragon;barbarian-barrel;electro-wizard;giant-snowball;lumberjack;pekka;poison;ram-rider,501,209,0.45337
baby-dragon;barbarian-barrel;electro-wizard;golem;guards;mega-minion;poison;prince,697,329,0.45571
baby-dragon;barbarian-barrel;electro-wizard;golem;lumberjack;night-witch;poison;tornado,874,220,0.48575
baby-dragon;barbarian-barrel;electro-wizard;golem;mega-minion;night-witch;poison;tornado,433,124,0.5
baby-dragon;barbarian-barrel;electro-wizard;graveyard;pekka;poison;tombstone;tornado,120,12,0.54065
baby-dragon;barbarian-barrel;electro-wizard;guards;inferno-tower;lightning;mega-minion;royal-giant,271,110,0.48723
baby-dragon;barbarian-barrel;electro-wizard;guards;lightning;mega-minion;royal-giant;tesla,404,165,0.44226
baby-dragon;barbarian-barrel;electro-wizard;guards;lightning;mega-minion;royal-giant;tombstone,726,238,0.47737
baby-dragon;barbarian-barrel;elixir-collector;goblin-gang;golem;lightning;mega-minion;night-witch,541,79,0.53952
baby-dragon;barbarian-barrel;elixir-collector;golem;lightning;lumberjack;night-witch;zap,204,80,0.47585
baby-dragon;barbarian-barrel;elixir-collector;golem;lumberjack;mega-minion;night-witch;poison,1405,339,0.50178
baby-dragon;barbarian-barrel;elixir-collector;golem;lumberjack;mega-minion;night-witch;tornado,4355,986,0.52513
baby-dragon;barbarian-barrel;fire-spirits;golem;lightning;mega-minion;night-witch;tornado,364,48,0.44414
baby-dragon;barbarian-barrel;fireball;flying-machine;guards;inferno-dragon;lava-hound;miner,242,57,0.52041
baby-dragon;barbarian-barrel;fireball;furnace;guards;mega-minion;miner;royal-giant,1129,380,0.49956
baby-dragon;barbarian-barrel;fireball;furnace;guards;mega-minion;mini-pekka;royal-giant,672,134,0.5437
baby-dragon;barbarian-barrel;fireball;furnace;mega-minion;mini-pekka;musketeer;royal-giant,116,28,0.57143
baby-dragon;barbarian-barrel;fireball;goblin-gang;inferno-dragon;lava-hound;miner;zap,206,57,0.53349
baby-dragon;barbarian-barrel;fireball;golem;lumberjack;mega-minion;night-witch;zap,2231,482,0.52775
baby-dragon;barbarian-barrel;fireball;golem;mega-minion;night-witch;tombstone;tornado,433,59,0.51376
baby-dragon;barbarian-barrel;fireball;guards;ice-wizard;mega-minion;royal-giant;tornado,666,249,0.48954
baby-dragon;barbarian-barrel;fireball;guards;mega-minion;mini-pekka;royal-giant;zap,150,17,0.54902
baby-dragon;barbarian-barrel;fireball;ice-wizard;inferno-dragon;royal-giant;tombstone;tornado,1149,259,0.52561
baby-dragon;barbarian-barrel;fireball;ice-wizard;mega-minion;royal-giant;tombstone;tornado,22119,5238,0.49846
baby-dragon;barbarian-barrel;fireball;inferno-dragon;lava-hound;lumberjack;miner;tombstone,234,85,0.51688
baby-dragon;barbarian-barrel;fireball;inferno-dragon;lava-hound;lumberjack;tombstone;zap,468,71,0.5138
